idx,words,lid,sa
4928,"['Comienzo' 'de' 'mes' ',' 'lleno' 'de' 'oportunidades' 'y' 'bendiciones'
 '!.' '..' '.' '#elVacilondelaGatita' '#Welcome' 'Septiembre' '.'
 'https://t.co/TTtVsfT4tg']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'lang2' 'lang1' 'lang2' 'other' 'other']",positive
4929,"['No' 'puedo' 'creer' 'que' 'van' 'a' 'hacer' 'un' 'friends' 'reunion'
 '🙌🏼🙌🏼🙌🏼🤘🏻']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'other']",positive
4930,['Jajajajajajaaj' 'sorry' 'goshhhh' 'https://t.co/SGslt2WPaL'],['lang2' 'lang1' 'lang1' 'other'],positive
4931,['Deberia' 'de' 'existir' 'un' 'delivery' 'de' 'personas' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other'],negative
4932,"['Se' 'habré' '3er' 'horario' 'en' 'Imagen' 'Modeling' 'by' 'La' 'Gatita'
 '.' 'Si' 'a' 'tus' 'niñas' 'les' 'gusta' 'él' 'modelaje' '.…'
 'https://t.co/sGzoaF01n2']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']",positive
4933,"['#domirrique' 'ños' '#Prensa' '#Movie' '#Telemundo51'
 '#elvacilondelagatita' 'https://t.co/CnYPojGGBe']",['lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'other'],positive
4934,['Hoy' 'para' 'mi' 'es' 'de' 'placita' 'chilling' '.'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other'],positive
4935,"['@marciaf_92' 'summer' 'finale' 'verdad' '?' 'No' 'es' 'el' 'ultimo'
 'ultimo' 'o' 'si' '?']","['other' 'lang1' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']",negative
4936,['@farianav' '@Jeipatricia' '-baile' '-booty' '-super' 'nice'],['other' 'other' 'lang2' 'lang1' 'lang1' 'lang1'],positive
4937,"['Nadie' 'entiende' 'el' 'accuracy' 'de' 'esto' '#SoyPobre' '#OtraVez'
 'https://t.co/93ZVdt0265']",['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'],negative
4938,['In' 'love' '!!' '!' '#food' '#tortas' 'http://t.co/TffZekS7'],['lang1' 'lang1' 'other' 'other' 'lang1' 'lang2' 'other'],positive
4939,"['Lo' 'más' 'cabron' 'es' 'la' 'música' 'en' 'el' 'background' '.'
 'Tremendo' 'vacilón' 'que' 'tienen' 'allí' 'montado' '.'
 'https://t.co/SKJEhXAmUz']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']",neutral
4940,"['mi' 'vecina' 'de' 'casi' '50' 'años' ':' 'me' 'compré' 'un' 'traje'
 'bien' 'cortito' 'bien' 'puti' 'para' 'el' 'ring' 'de' 'mi' 'hijo']","['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2']",positive
4941,['@MrsAnaZafra' 'mierda' 'me' 'has' 'pillao'],['other' 'lang2' 'lang2' 'lang1' 'lang2'],negative
4942,"['El' 'vlog' 'de' 'hoy' ',' 'mareítos' 'míos' ':' 'NO' 'AGUANTO' 'MÁS'
 'https://t.co/rEA3nG8Ckg']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'other']",positive
4943,"['El' 'vlog' 'de' 'hoy' ':' 'LO' 'MÁS' 'EMOCIONANTE' 'DE' 'MI' 'VIDA'
 'http://t.co/X4F3gabZmB']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']",positive
4944,"['Sí' ',' 'lo' 'más' 'que' 'necesito' 'ahora' 'es' 'estar' 'en' 'un'
 'mindfuck' 'cabrón' ',' 'dale' ',' '¿' 'por' 'qué' 'no' '?']","['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'other']",negative
4945,['Mi' 'motivación' 'pal' 'electric' 'holiday' 'no' 'es' 'normal'],['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'],positive
4946,"['Los' 'lobos' 'de' 'Wall' 'Street' 'llenarían' 'mi' 'cartera' ',' 'no'
 'quiero' 'tener' 'un' 'lado' 'oscuro' 'pues' 'os' 'juro' 'que' 'si' 'yo'
 'fuera' 'la' 'luna' 'quisiera' 'ser' 'luna' 'llena' '.']","['lang2' 'lang2' 'lang2' 'ne' 'lang1' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']",positive
4947,"['El' 'internet' 'del' 'hotel' 'me' 'trolió' '..' '.' 'El' 'vlog' 'estará'
 'más' 'tarde' 'de' 'las' 'seis' 'según' 'parece' '.' 'PACIENCIA' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'other']",negative
4948,"['@HernBraulio' 'hahaha' 'que' ""'s"" 'la' 'queee' 'primissss' 'hahaha']",['other' 'lang1' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang1'],positive
4949,"['Gracias' 'por' 'vuestro' 'apoyo' 'Zombers' '!!' '^^' 'Recordad' 'que'
 'hoy' 'a' 'las' '20:00' 'hora' 'española' 'publico' 'nuevo' 'video' 'con'
 'la' 'señorita' '@NeryGodoyMusic' '!' '🎵' '❤' '️🎶']","['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'other' 'other' 'other']",positive
4950,"['@carlosdaniel13_' 'Update' ':' 'no' 'estuvo' 'tan' 'wow' 'so' 'do' ""n't""
 'see' 'it' '.']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other']",negative
4951,"['@fairy0821' 'Web' 'Bajo' '!!' '!' 'Ya' 'estas' 'completa' 'con' 'BB'
 'En' 'mano' '!']","['other' 'lang1' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']",positive
4952,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'bichitos' ':' 'NUESTRA' 'NUEVA'
 'CASA' 'https://t.co/bRLeyOzs0r']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'other']",neutral
4953,"['La' 'divina' 'y' 'fabulosa' 'Artista' 'española' 'hermosa' 'en' 'este'
 'diseño' 'de' '@galialahav' 'beautiful' 'and' 'talented' '…'
 'https://t.co/Y51qID7h9d']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'other' 'other']",positive
4954,"['“' '@FlordeMariaF' ':' '@AngieEstilo' 'feliz' '2013' '!!' '!!' 'Muchas'
 'bendiciones' ':-)' '”' 'gracias' 'y' 'lo' 'Mismo' 'Chica' '.' 'Fashion'
 'exito' 'para' 'ti' 'friend' '!' '🎉🎉🎉']","['other' 'other' 'other' 'other' 'lang2' 'other' 'other' 'other' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang1' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']",positive
4955,"['Jugando' 'a' 'Ori' 'con' 'mi' 'chica' 'Gamer' '!!' ':D'
 'https://t.co/E7RqDemKCb']","['lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other'
 'other']",positive
4956,"['@alexandrarosado' 'no' 'puede' 'ser' 'que' 'tu' 'eres' 'de' 'esas'
 'personas' 'que' 'ponen' 'este' 'tweet' '😩']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other']",negative
4957,['Look' 'de' '#salypimienta' '@VeronicaBastos1' 'http://t.co/zVPkPP3S'],['lang1' 'lang2' 'lang2' 'other' 'other'],positive
4958,"['Pero' 'hace' 'tiempo' 'no' 'sentia' 'mis' 'piernas' 'tan' 'duras' '('
 'since' 'birth' ')']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang1' 'lang1' 'other']",neutral
4959,"['En' 'verdad' 'no' 'es' 'ni' 'asco' '.' 'Es' 'cosita' 'porque' 'siento'
 'que' 'me' 'duele' 'hahahaha']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']",negative
4960,['helium' 'is' 'da' 'shit'],['lang1' 'lang1' 'lang2' 'lang1'],positive
4961,"['Paying' 'for' 'Brussels' '.' 'Peace' 'in' 'the' 'world' '.' 'Orando'
 'por' 'Brussels' '.' 'Por' 'la' 'paz' 'en' 'el' 'Mundo' '.' '#peace' '…'
 'https://t.co/v1vuRm3zu7']","['lang1' 'lang1' 'ne' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'lang2' 'lang2' 'ne' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang1' 'other' 'other']",positive
4962,"['De' 'camino' 'al' 'Work' 'vi' 'más' 'de' '2' 'mujeres' 'maquillándose'
 'y' 'guiando' '..' '.' 'deben' 'de' 'multarlas']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2']",negative
4963,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'cafés' 'en' 'el' 'canal' ':'
 'PRIMER' 'DÍA' 'EN' 'AMSTERDAM' 'https://t.co/mDUOrwlD74']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'ne' 'other']",positive
4964,"['#Repost' '@beingblessed27' 'with' 'repostapp' '.' '・・・' 'En' 'camino'
 'al' 'trabajo' 'y' 'me' 'encuentro' 'esto' '.' 'La' 'bellisima' '…'
 'https://t.co/hFe9LgFGRx']","['lang1' 'other' 'lang1' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other'
 'other']",positive
4965,"['@camibeatriz13' '@MartinDiaz5614' 'ok' 'pero' 'tu' 'puedes' 'ir' 'con'
 'nosotros' 'querida' 'vamos' 'a' 'socializar' 'un' 'poco' 'si' '?' 'Javi'
 'loves' 'u']","['other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne'
 'lang1' 'lang1']",positive
4966,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'viajeros' ':' 'Y' 'EL' 'PRÓXIMO'
 'DESTINO' 'ES' 'https://t.co/10DpZXFmCA']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']",positive
4967,"['Alguien' 'intuye' 'de' 'que' 'puede' 'tratar' 'el' 'tema' 'de' 'fuck'
 'fame' '?']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang1' 'other']",neutral
4968,"['Le' 'estoy' 'contando' 'los' 'días' 'a' 'mis' 'audífonos' 'nuevos' ','
 'si' 'llegan' 'a' 'sobrevivir' '2' 'meses' 'it' ""'s"" 'a' 'new' 'record']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1']",positive
4969,"['@colon_andre' 'home' 'alone' 'en' 'mi' 'house' 'no' 'la' 'hace' 'por'
 'eso' 'digo' '.' 'Con' 'este' 'dia' 'tan' 'bello' 'tu' 'sabes' 'cuando'
 'decido' 'ir' 'a' 'la' 'playa' 'boom' 'diluvio' 'cabron']","['other' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2']",negative
4970,"['Este' 'cabroncito' 'es' 'más' 'presenta' ""'o"" ',' 'puñeta']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2'],negative
4971,"['Looks' 'de' 'la' 'semana' '@rasheldiaz' '#falltrends' '#modaoto' 'ño'
 '#vestido' '#faldas' '#blusas' '#sueter' '#jumpsuit' 'zara' '…'
 'http://t.co/spxngeGXk1']","['lang1' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1' 'ne' 'other' 'other']",positive
4972,['Sesión' 'de' 'fotos' '|' 'Kronno' 'Zomber' 'https://t.co/b2A47VNTH2'],['lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'other'],positive
4973,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'regalos' 'sorpresa' ':' 'NUEVO'
 'PERRITO' '!!' 'https://t.co/8LmZsAqEu9']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'other']",positive
4974,['@squad_capi' 'ojala' 'fuera' 'show'],['other' 'lang2' 'lang2' 'lang1'],neutral
4975,['Con' 'un' 'lindín' '😘' '#FridayNight' 'https://t.co/MU4vi5yuGm'],['lang2' 'lang2' 'lang2' 'other' 'lang1' 'other'],positive
4976,['Mi' 'attention' 'span' 'estudiando' 'sola' 'está' 'en' '-1000000'],['lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'],negative
4977,"['Eres' 'mi' 'chica' 'gamer' 'eres' 'mi' 'cielo' 'azul' ',' 'mi' 'corazon'
 'no' 'da' 'señales' 'si' 'no' 'estas' 'tu' ',' 'ya' 'que' 'tu' 'eres'
 'mi' 'luz' '!' '@KatiaLisob' 'http://t.co/4ed2CP1i74']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'other']",positive
4978,"['“' '@BerthaMMoreno' ':' '@amyadams' '#BestDressed' '#Oscar'
 '@OscarPRGirl' '@AngieEstilo' 'http://t.co/B6kpT99mmj”así' 'mismo' '#in'
 '#cola' '@jcpinera' 'sabemos' '!']","['other' 'other' 'other' 'other' 'lang1' 'ne' 'other' 'other' 'other'
 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'other']",positive
4979,"['En' 'verdad' 'que' 'yo' 'no' 'podria' 'tener' 'un' 'long' 'distance'
 'relationship']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang1']",negative
4980,['Quiero' 'repetir' 'este' 'weekend' 'mil' 'veces'],['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'],positive
4981,"['“' '@OMGFacts' ':' 'The' 'most' 'heartwarming' 'pic' 'you' ""'ll"" 'see'
 'all' 'day' '.' 'Guaranteed' '.' 'http://t.co/S2JzeH2S' '”' 'q' 'fuerte'
 '!!']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'lang1' 'other' 'other' 'other' 'lang2'
 'lang2' 'other']",positive
4982,"['Puñetaaaa' 'qué' 'fucking' 'bellaaaaa' '.' 'Te' 'amoooo' 'cc' 'mujeeeer'
 '😍' '❤' '️' 'https://t.co/NrMjrzrAZ1']","['lang2' 'lang2' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'other']",positive
4983,"['@JPelirrojo' '@KevinLoQueSeaa' 'digiqué' '?' 'aaah' 'el' 'pokemon' 'de'
 'los' 'chinos' '!' '(' 'turn' 'down' 'for' 'what' 'titirititi' ')']","['other' 'other' 'lang2' 'other' 'lang2' 'lang2' 'ne' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'unk' 'other']",positive
4984,"['Zombers' '!' 'Me' 'voy' 'a' 'dormir' 'porque' 'mañana' 'continua' 'el'
 'rodaje' '!' 'Energias' '0' '.' 'Buenas' 'noches' '!' '🙈🌟😊']","['lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'other' 'other' 'lang2' 'lang2' 'other'
 'other']",positive
4985,['Feliz' 'cumple' 'señor' 'Jesus' '.' '#JESUS' '#Baby' '#birthday'],['lang2' 'lang2' 'lang2' 'ne' 'other' 'ne' 'lang1' 'lang1'],positive
4986,"['“' '@aperezcue' ':' '@natigvila' 'Happy' 'bday' 'natii' '🎉🎉👯' '”'
 'gracias' 'Piojaaa' 'igual' 'a' 'tiii' '😘😘🎈']","['other' 'other' 'other' 'other' 'lang1' 'lang1' 'ne' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']",positive
4987,['Papi' 'es' 'el' 'nuevo' 'Steph' 'Curry' 'en' 'bowling'],['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne' 'lang2' 'lang1'],positive
4988,"['Están' 'pintando' ',' 'cortando' 'la' 'grama' 'y' 'recogiendo' 'la'
 'basura' 'a' 'la' 'vez' ',' 'necesito' 'silencio' 'hello']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang1']",negative
4989,"['Si' 'no' 'le' 'dais' 'a' 'rt' 'al' 'tuit' 'del' 'vídeo' 'tendréis' 'que'
 'hacer' 'posturas' 'de' 'yoga' 'cada' 'minuto' 'de' 'vuestra' 'vida' '.'
 'Yo' 'sólo' 'aviso' '.']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']",positive
4990,"['Para' 'hacer' 'todo' 'lo' 'que' 'quiero' 'necesito' 'un' 'full' 'time'
 'job' '😭']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang1' 'lang1' 'other']",negative
4991,"['Lo' 'único' 'que' 'se' 'escucha' 'en' 'la' 'uni' 'es' '""' 'paro' '""' '""'
 'huelga' '""' '""' 'asamblea' '""' '""' '72' 'horas' '""']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2'
 'other' 'lang2' 'other' 'other' 'lang2' 'other' 'other' 'lang2' 'other'
 'other' 'other' 'lang2' 'other']",negative
4992,"['Hoy' 'Camine' 'un' 'poquito' 'nada' 'más' '..' '..' '#BlackFriday'
 'https://t.co/OQx5TCR042']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1'
 'other']",positive
4993,"['@esangiecarajo' 'Jaime' 'se' 'nota' 'que' 'lo' 'hicieron' 'con' 'much'
 'amor' '..' '.']","['other' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'lang2' 'other' 'other']",positive
4994,"['Estoy' 'hasta' 'emocionado' '!' '^^' 'Tantos' 'comentarios' 'buenos' '!'
 'Me' 'encanta' '!' 'Esto' 'no' 'sería' 'posible' 'sin' '@ThisIsTheFatRat'
 ',' 'es' 'un' 'placer' 'man' '!!' '!' '😁😁']","['lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other' 'other']",positive
4995,"['Mira' 'lo' 'que' 'has' 'hecho' 'tú' '.' 'En' 'mi' 'mente' 'un' 'revolú'
 '.']","['lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']",positive
4996,['I' 'just' 'love' 'car' 'rides' 'en' 'verdad' '.'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'other'],positive
4997,['Que' 'fucking' 'sueñoooooo' '😴😴😴😴'],['lang2' 'lang1' 'lang2' 'other'],positive
4998,"['@KyleRichards18' 'Bienvenida' 'a' 'PR' 'enjoy' 'it' '!!' '!' 'U' 'Will'
 'Love' 'it' '!!' '!']","['other' 'lang2' 'lang2' 'ne' 'lang1' 'lang1' 'other' 'other' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']",positive
4999,"['Mis' 'ojitos' 'blancos' 'se' 'me' 'cierran' 'del' 'sueño' '!' '😴😴😴'
 'good' 'bye' '!' 'Hasta' 'mañana' 'que' 'descansen' 'Zombers' '!' '☺' '️']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other' 'other' 'other']",positive
5000,"['Puesto' 'pa' ""'l"" 'date' '.']",['lang2' 'lang2' 'lang1' 'lang1' 'other'],positive
5001,"['El' 'vlog' 'de' 'hoy' ',' 'pequeños' 'nudos' 'inseparables' ':' 'ME'
 'HAGO' 'MARINERA' 'https://t.co/VSGzN5p91z']","['lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'other']",positive
5002,"['Wilson' '?' 'Tom' 'Hanks' 'probablemente' 'le' 'hizo' 'sweet' 'love' 'a'
 'esa' 'bola' '.']","['ne' 'other' 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'other']",positive
5003,"['Y' 'yo' 'no' 'puedo' 'ir' 'a' 'correr' 'sin' 'sentir' 'que' 'me' 'voy'
 'a' 'morir' ',' 'lol' 'https://t.co/UAGQqmaoJZ']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'other']",negative
5004,"['It' ""'ll"" 'be' 'fun' 'they' 'said' '#PaLosTiemposDeMater'
 'https://t.co/aYXCnYENLJ']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other'],negative
5005,"['Baby' ',' 'dime' 'a' 'quien' 'no' 'le' 'encanta' 'eso' '🎶🎶🎶']","['lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']",positive
5006,"['""' 'Yo' 'canto' 'tan' 'lindo' 'que' 'puedo' 'hacer' 'a' 'Andrea'
 'Bocelli' 'ver' 'otra' 'vez' '""' 'it' 'runs' 'in' 'the' 'family']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'ne' 'ne' 'lang2' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']",positive
5007,"['@gabriel_cruzm' 'SORRYYYYYYYYYYYY' '.' 'PENSE' 'QUE' 'ESTABAS' 'AL'
 'DIA' '!!' '!!']","['other' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other']",negative
5008,"['#Repost' 'chinoynacho' 'with' 'repostapp' '.' '・・・' '¡' 'Que' 'viva'
 'Venezuela' '!' '#RadioUniversoTour2015' '…' 'https://t.co/ZCaVCJHvdj']","['lang1' 'ne' 'lang1' 'lang1' 'other' 'other' 'other' 'lang2' 'lang2' 'ne'
 'other' 'other' 'other' 'other']",positive
5009,['Casi' '40' 'lol'],['lang2' 'other' 'lang1'],positive
5010,"['Shoot' 'y' 'grabacion' 'con' 'el' 'super' 'actor' '@miamigovidal'
 '#telenovelasclub' '@Univision' 'http://t.co/5k95SCuV']","['lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'other' 'other']",positive
5011,"['Con' 'tantos' 'eventos' 'debo' 'saber' 'maquillarme' '..' '.' '¡' 'El'
 'próximo' 'es' 'en' '@LaVaguada' 'con' 'la' 'MTV' 'Trendy' 'Week' '!'
 'VEN' '#MTVLaVaguada' 'https://t.co/WsFY2sbAXQ']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'ne' 'lang1'
 'lang1' 'other' 'lang2' 'ne' 'other']",positive
5012,['@lasganastuyas' 'pero' 'que' 'sea' 'con' 'discretion'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'],positive
5013,"['Este' 'weekend' 'he' 'sido' 'la' 'persona' 'más' 'tota' 'del' 'mundo'
 'y' 'ha' 'estado' 'brutal']","['lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']",positive
